Id,Headline,Political,Sensationalism,Framing,Stereotyping
216,पछिल्लो घटनामा व्यापारीले माग घटेको भन्दै बिक्री कमजोर भएको बताए ,0,0,1,0
217,"कृषि अनुदान वितरणमा पारदर्शिता माग, स्थानीय तहलाई आवश्यक निर्देशन दिइएको छ",0,0,0,0
218,"घटनाक्रममा सम्बन्धित निकायका अनुसार, सवालपत्र चुहावटको खबरले शिक्षाक्षेत्रमा सनसनी",0,0,0,0
219,पछिल्लो घटनाक्रम: विद्यार्थीहरू पढाइमा गम्भीर नहुने बताउँदै आलोचना ,0,0,1,0
220,घटनाक्रममा युवाका लागि रोजगारी मेला आयोजना गरिने ,0,0,0,0
221,"नयाँ तथ्य सार्वजनिक: अनुगमनपछि, महिला समूहले सामूहिक व्यवसायबाट आम्दानी थपेको छ",0,0,0,0
222,"घटनापछि, ब्याजदर बढेपछि ऋणी व्यवसायी दबाबमा",0,0,0,0
223,निर्णयसँगै सार्वजनिक यातायात सुधार बारे मिश्रित प्रतिक्रिया,0,0,0,0
224,स्वास्थ्य क्षेत्रमा बजेट अपुग भएको गुनासो,0,0,0,0
225,"आज सार्वजनिक विवरणमा, तरकारीको मूल्य घटेपछि उपभोक्तालाई केही राहत",0,0,0,0
226,"नयाँ निर्णयसँगै, उद्योगीले कर नीतिले व्यवसाय धरापमा परेको बताए",0,0,0,0
227,"घटनाक्रममा बैठकपछि, खेलाडी छनोटमा पारदर्शिता नभएको भन्दै प्रश्न उठ्यो",0,0,1,0
